Start,Team,Games,Wins,Draws,Losses,Points,No,Scored,Against,End
[2, 'Newcastle',38,23,11,4,80, nan,52,18, 34]
[3, 'Newcastle',38,20,13,5,73, nan,57,23, 34]
[3, 'Newcastle',38,23,11,4,80, nan,57,17, 40]
[4, 'Newcastle',38,18,10,10,64, nan,53,29, 24]
[4, 'Newcastle',38,21,11,6,74, nan,53,20, 33]
[4, 'Newcastle',38,21,10,7,73, nan,54,22, 32]
[3, 'Newcastle',38,21,12,5,75, nan,53,24, 29]
[3, 'Newcastle',38,21,14,3,77, nan,56,21, 35]
[3, 'Newcastle',38,21,14,3,77, nan,56,18, 38]
[3, 'Newcastle',38,22,11,5,77, nan,53,20, 33]
[3, 'Newcastle',38,21,14,3,77, nan,53,18, 35]
[6, 'Newcastle',38,19,10,9,67, nan,51,24, 27]
[4, 'Newcastle',38,18,11,9,65, nan,49,25, 24]
[3, 'Newcastle',38,20,13,5,73, nan,55,23, 32]
[4, 'Newcastle',38,19,10,9,67, nan,53,27, 26]
[3, 'Newcastle',38,21,13,4,76, nan,52,19, 33]
[5, 'Newcastle',38,19,11,8,68, nan,51,25, 26]
[3, 'Newcastle',38,22,12,4,78, nan,54,17, 37]
[3, 'Newcastle',38,21,13,4,76, nan,55,20, 35]
[3, 'Newcastle',38,21,10,7,73, nan,53,22, 31]
[4, 'Newcastle',38,20,12,6,72, nan,52,20, 32]
[3, 'Newcastle',38,21,11,6,74, nan,50,22, 28]
[5, 'Newcastle',38,18,13,7,67, nan,52,24, 28]
[3, 'Newcastle',38,22,12,4,78, nan,55,20, 35]
[5, 'Newcastle',38,18,14,6,68, nan,54,26, 28]
[3, 'Newcastle',38,23,11,4,80, nan,50,17, 33]
[3, 'Newcastle',38,23,13,2,82, nan,53,15, 38]
[3, 'Newcastle',38,22,12,4,78, nan,54,20, 34]
[3, 'Newcastle',38,19,13,6,70, nan,50,20, 30]
[3, 'Newcastle',38,20,15,3,75, nan,50,19, 31]
[3, 'Newcastle',38,22,11,5,77, nan,54,21, 33]
[3, 'Newcastle',38,21,13,4,76, nan,55,20, 35]
[3, 'Newcastle',38,21,11,6,74, nan,48,19, 29]
[4, 'Newcastle',38,20,12,6,72, nan,52,22, 30]
[4, 'Newcastle',38,21,10,7,73, nan,50,21, 29]
[3, 'Newcastle',38,21,12,5,75, nan,51,19, 32]
[3, 'Newcastle',38,22,11,5,77, nan,52,21, 31]
[3, 'Newcastle',38,19,15,4,72, nan,54,20, 34]
[3, 'Newcastle',38,19,13,6,70, nan,52,22, 30]
[3, 'Newcastle',38,20,10,8,70, nan,54,23, 31]
[3, 'Newcastle',38,20,11,7,71, nan,50,24, 26]
[3, 'Newcastle',38,21,11,6,74, nan,51,21, 30]
[1, 'Newcastle',38,26,11,1,89, nan,57,13, 44]
[3, 'Newcastle',38,26,8,4,86, nan,54,16, 38]
[3, 'Newcastle',38,21,12,5,75, nan,47,19, 28]
[3, 'Newcastle',38,18,12,8,66, nan,52,28, 24]
[3, 'Newcastle',38,23,12,3,81, nan,53,15, 38]
[3, 'Newcastle',38,19,15,4,72, nan,51,16, 35]
[4, 'Newcastle',38,19,10,9,67, nan,51,29, 22]
[3, 'Newcastle',38,20,13,5,73, nan,56,22, 34]
[6, 'Newcastle',38,20,8,10,68, nan,53,28, 25]
[3, 'Newcastle',38,20,12,6,72, nan,55,21, 34]
[3, 'Newcastle',38,20,11,7,71, nan,52,23, 29]
[3, 'Newcastle',38,20,14,4,74, nan,50,21, 29]
[3, 'Newcastle',38,19,13,6,70, nan,53,23, 30]
[2, 'Newcastle',38,24,12,2,84, nan,52,13, 39]
[3, 'Newcastle',38,22,8,8,74, nan,55,23, 32]
[3, 'Newcastle',38,20,13,5,73, nan,52,19, 33]
[4, 'Newcastle',38,21,10,7,73, nan,59,26, 33]
[3, 'Newcastle',38,20,14,4,74, nan,56,23, 33]
[5, 'Newcastle',38,17,12,9,63, nan,53,26, 27]
[4, 'Newcastle',38,21,12,5,75, nan,51,18, 33]
[4, 'Newcastle',38,21,12,5,75, nan,53,23, 30]
[5, 'Newcastle',38,18,10,10,64, nan,53,30, 23]
[3, 'Newcastle',38,21,13,4,76, nan,54,19, 35]
[3, 'Newcastle',38,22,11,5,77, nan,55,21, 34]
[2, 'Newcastle',38,27,10,1,91, nan,56,13, 43]
[3, 'Newcastle',38,21,11,6,74, nan,55,21, 34]
[3, 'Newcastle',38,21,14,3,77, nan,55,16, 39]
[3, 'Newcastle',38,22,10,6,76, nan,51,19, 32]
[4, 'Newcastle',38,21,10,7,73, nan,51,23, 28]
[3, 'Newcastle',38,23,13,2,82, nan,52,17, 35]
[3, 'Newcastle',38,21,11,6,74, nan,49,20, 29]
[3, 'Newcastle',38,22,11,5,77, nan,55,21, 34]
[3, 'Newcastle',38,21,11,6,74, nan,53,20, 33]
[3, 'Newcastle',38,24,10,4,82, nan,55,16, 39]
[3, 'Newcastle',38,21,12,5,75, nan,54,18, 36]
[1, 'Newcastle',38,26,10,2,88, nan,55,18, 37]
[4, 'Newcastle',38,19,9,10,66, nan,49,29, 20]
[4, 'Newcastle',38,20,11,7,71, nan,49,23, 26]
[1, 'Newcastle',38,24,12,2,84, nan,55,16, 39]
[3, 'Newcastle',38,21,13,4,76, nan,51,21, 30]
[3, 'Newcastle',38,20,11,7,71, nan,46,22, 24]
[3, 'Newcastle',38,23,9,6,78, nan,51,17, 34]
[2, 'Newcastle',38,23,12,3,81, nan,55,17, 38]
[3, 'Newcastle',38,23,11,4,80, nan,53,19, 34]
[4, 'Newcastle',38,19,13,6,70, nan,55,25, 30]
[3, 'Newcastle',38,22,13,3,79, nan,55,18, 37]
[3, 'Newcastle',38,21,11,6,74, nan,55,22, 33]
[3, 'Newcastle',38,18,15,5,69, nan,52,21, 31]
[4, 'Newcastle',38,18,13,7,67, nan,50,25, 25]
[3, 'Newcastle',38,23,10,5,79, nan,56,19, 37]
[1, 'Newcastle',38,26,10,2,88, nan,56,14, 42]
[5, 'Newcastle',38,20,9,9,69, nan,57,27, 30]
[4, 'Newcastle',38,20,10,8,70, nan,47,22, 25]
[3, 'Newcastle',38,23,11,4,80, nan,54,18, 36]
[3, 'Newcastle',38,19,15,4,72, nan,52,20, 32]
[3, 'Newcastle',38,21,12,5,75, nan,55,19, 36]
[3, 'Newcastle',38,22,11,5,77, nan,55,21, 34]
[3, 'Newcastle',38,20,12,6,72, nan,54,22, 32]
[4, 'Newcastle',38,19,12,7,69, nan,53,24, 29]
[3, 'Newcastle',38,21,10,7,73, nan,50,21, 29]
[3, 'Newcastle',38,24,11,3,83, nan,57,18, 39]
[3, 'Newcastle',38,21,15,2,78, nan,54,14, 40]
[5, 'Newcastle',38,19,11,8,68, nan,51,22, 29]
[3, 'Newcastle',38,23,13,2,82, nan,55,14, 41]
[3, 'Newcastle',38,20,10,8,70, nan,54,25, 29]
[4, 'Newcastle',38,18,15,5,69, nan,58,25, 33]
[3, 'Newcastle',38,21,12,5,75, nan,52,20, 32]
[5, 'Newcastle',38,19,10,9,67, nan,53,24, 29]
[3, 'Newcastle',38,23,13,2,82, nan,63,17, 46]
[3, 'Newcastle',38,21,12,5,75, nan,52,20, 32]
[3, 'Newcastle',38,19,12,7,69, nan,54,24, 30]
[3, 'Newcastle',38,22,9,7,75, nan,57,22, 35]
[3, 'Newcastle',38,18,13,7,67, nan,55,27, 28]
[3, 'Newcastle',38,22,12,4,78, nan,55,19, 36]
[3, 'Newcastle',38,23,13,2,82, nan,54,16, 38]
[3, 'Newcastle',38,20,10,8,70, nan,52,21, 31]
[2, 'Newcastle',38,25,10,3,85, nan,55,17, 38]
[2, 'Newcastle',38,22,13,3,79, nan,55,19, 36]
[3, 'Newcastle',38,23,11,4,80, nan,55,17, 38]
[3, 'Newcastle',38,24,11,3,83, nan,59,18, 41]
[3, 'Newcastle',38,21,12,5,75, nan,53,21, 32]
[3, 'Newcastle',38,20,11,7,71, nan,50,25, 25]
[1, 'Newcastle',38,22,12,4,78, nan,52,18, 34]
[3, 'Newcastle',38,24,11,3,83, nan,57,16, 41]
[4, 'Newcastle',38,20,8,10,68, nan,54,24, 30]
[3, 'Newcastle',38,20,10,8,70, nan,56,27, 29]
[6, 'Newcastle',38,18,14,6,68, nan,49,22, 27]
[3, 'Newcastle',38,23,10,5,79, nan,53,19, 34]
[3, 'Newcastle',38,21,10,7,73, nan,49,21, 28]
[3, 'Newcastle',38,20,15,3,75, nan,57,21, 36]
[3, 'Newcastle',38,22,13,3,79, nan,50,18, 32]
[3, 'Newcastle',38,22,13,3,79, nan,53,15, 38]
[3, 'Newcastle',38,22,13,3,79, nan,52,17, 35]
[4, 'Newcastle',38,20,15,3,75, nan,55,20, 35]
[5, 'Newcastle',38,21,8,9,71, nan,50,21, 29]
[6, 'Newcastle',38,18,11,9,65, nan,49,27, 22]
[3, 'Newcastle',38,21,12,5,75, nan,57,20, 37]
[3, 'Newcastle',38,20,12,6,72, nan,57,21, 36]
[3, 'Newcastle',38,23,13,2,82, nan,58,19, 39]
[3, 'Newcastle',38,21,13,4,76, nan,49,17, 32]
[2, 'Newcastle',38,25,11,2,86, nan,53,15, 38]
[3, 'Newcastle',38,21,12,5,75, nan,56,22, 34]
[4, 'Newcastle',38,19,11,8,68, nan,52,25, 27]
[2, 'Newcastle',38,25,9,4,84, nan,54,15, 39]
[6, 'Newcastle',38,19,10,9,67, nan,50,25, 25]
[3, 'Newcastle',38,23,10,5,79, nan,55,20, 35]
[3, 'Newcastle',38,22,9,7,75, nan,58,24, 34]
[6, 'Newcastle',38,18,13,7,67, nan,53,24, 29]
[4, 'Newcastle',38,18,14,6,68, nan,51,26, 25]
[3, 'Newcastle',38,21,11,6,74, nan,53,20, 33]
[4, 'Newcastle',38,19,10,9,67, nan,51,25, 26]
[4, 'Newcastle',38,21,12,5,75, nan,55,20, 35]
[2, 'Newcastle',38,26,11,1,89, nan,56,13, 43]
[3, 'Newcastle',38,19,12,7,69, nan,53,24, 29]
[3, 'Newcastle',38,22,9,7,75, nan,55,23, 32]
[3, 'Newcastle',38,19,14,5,71, nan,57,21, 36]
[3, 'Newcastle',38,21,15,2,78, nan,55,14, 41]
[3, 'Newcastle',38,21,14,3,77, nan,53,15, 38]
[5, 'Newcastle',38,18,11,9,65, nan,52,27, 25]
[3, 'Newcastle',38,22,13,3,79, nan,55,13, 42]
[3, 'Newcastle',38,23,11,4,80, nan,58,19, 39]
[4, 'Newcastle',38,22,11,5,77, nan,51,19, 32]
[4, 'Newcastle',38,19,12,7,69, nan,53,23, 30]
[3, 'Newcastle',38,24,12,2,84, nan,54,15, 39]
[3, 'Newcastle',38,20,13,5,73, nan,52,23, 29]
[3, 'Newcastle',38,20,10,8,70, nan,55,24, 31]
[5, 'Newcastle',38,21,8,9,71, nan,56,26, 30]
[4, 'Newcastle',38,19,10,9,67, nan,56,32, 24]
[3, 'Newcastle',38,22,12,4,78, nan,59,20, 39]
[3, 'Newcastle',38,22,13,3,79, nan,53,17, 36]
[3, 'Newcastle',38,21,12,5,75, nan,52,20, 32]
[6, 'Newcastle',38,18,10,10,64, nan,52,28, 24]
[4, 'Newcastle',38,19,13,6,70, nan,47,19, 28]
[3, 'Newcastle',38,20,16,2,76, nan,56,19, 37]
[2, 'Newcastle',38,23,12,3,81, nan,54,17, 37]
[5, 'Newcastle',38,18,11,9,65, nan,48,27, 21]
[3, 'Newcastle',38,22,14,2,80, nan,51,17, 34]
[3, 'Newcastle',38,21,10,7,73, nan,56,21, 35]
[4, 'Newcastle',38,20,12,6,72, nan,54,22, 32]
[3, 'Newcastle',38,21,12,5,75, nan,54,22, 32]
[3, 'Newcastle',38,23,9,6,78, nan,60,19, 41]
[3, 'Newcastle',38,21,10,7,73, nan,53,22, 31]
[3, 'Newcastle',38,20,13,5,73, nan,52,21, 31]
[6, 'Newcastle',38,19,11,8,68, nan,53,26, 27]
[3, 'Newcastle',38,24,11,3,83, nan,55,14, 41]
[3, 'Newcastle',38,19,11,8,68, nan,54,24, 30]
[4, 'Newcastle',38,20,11,7,71, nan,57,22, 35]
[3, 'Newcastle',38,20,8,10,68, nan,52,23, 29]
[3, 'Newcastle',38,25,12,1,87, nan,58,15, 43]
[3, 'Newcastle',38,21,10,7,73, nan,52,21, 31]
[3, 'Newcastle',38,19,12,7,69, nan,51,25, 26]
[3, 'Newcastle',38,21,12,5,75, nan,50,18, 32]
[4, 'Newcastle',38,19,9,10,66, nan,51,23, 28]
[4, 'Newcastle',38,19,12,7,69, nan,50,24, 26]
[3, 'Newcastle',38,24,10,4,82, nan,53,17, 36]
[3, 'Newcastle',38,21,11,6,74, nan,54,23, 31]
[3, 'Newcastle',38,23,12,3,81, nan,57,19, 38]
[3, 'Newcastle',38,21,12,5,75, nan,54,20, 34]
[3, 'Newcastle',38,23,9,6,78, nan,54,19, 35]
[3, 'Newcastle',38,24,10,4,82, nan,55,16, 39]
[3, 'Newcastle',38,22,9,7,75, nan,53,22, 31]
[3, 'Newcastle',38,23,12,3,81, nan,49,15, 34]
[3, 'Newcastle',38,23,13,2,82, nan,59,17, 42]
[3, 'Newcastle',38,21,14,3,77, nan,54,19, 35]
[3, 'Newcastle',38,18,13,7,67, nan,52,22, 30]
[3, 'Newcastle',38,23,12,3,81, nan,54,16, 38]
[5, 'Newcastle',38,18,12,8,66, nan,52,27, 25]
[3, 'Newcastle',38,26,8,4,86, nan,58,18, 40]
[2, 'Newcastle',38,23,12,3,81, nan,52,15, 37]
[3, 'Newcastle',38,22,11,5,77, nan,54,19, 35]
[6, 'Newcastle',38,18,9,11,63, nan,49,26, 23]
[4, 'Newcastle',38,22,10,6,76, nan,52,18, 34]
[3, 'Newcastle',38,21,14,3,77, nan,54,17, 37]
[3, 'Newcastle',38,21,14,3,77, nan,54,19, 35]
[3, 'Newcastle',38,24,11,3,83, nan,57,17, 40]
[3, 'Newcastle',38,21,10,7,73, nan,48,19, 29]
[3, 'Newcastle',38,24,10,4,82, nan,58,17, 41]
[4, 'Newcastle',38,19,12,7,69, nan,54,26, 28]
[3, 'Newcastle',38,24,12,2,84, nan,55,16, 39]
[3, 'Newcastle',38,22,9,7,75, nan,56,21, 35]
[3, 'Newcastle',38,22,10,6,76, nan,51,19, 32]
[3, 'Newcastle',38,21,12,5,75, nan,55,20, 35]
[3, 'Newcastle',38,21,11,6,74, nan,51,21, 30]
[3, 'Newcastle',38,23,12,3,81, nan,48,16, 32]
[2, 'Newcastle',38,24,12,2,84, nan,56,17, 39]
[3, 'Newcastle',38,23,11,4,80, nan,55,17, 38]
[3, 'Newcastle',38,20,11,7,71, nan,54,26, 28]
[2, 'Newcastle',38,24,11,3,83, nan,59,17, 42]
[3, 'Newcastle',38,19,13,6,70, nan,55,26, 29]
[3, 'Newcastle',38,21,12,5,75, nan,52,19, 33]
[4, 'Newcastle',38,20,12,6,72, nan,49,24, 25]
[3, 'Newcastle',38,21,14,3,77, nan,52,17, 35]
[4, 'Newcastle',38,18,12,8,66, nan,52,26, 26]
[3, 'Newcastle',38,21,13,4,76, nan,53,17, 36]
[3, 'Newcastle',38,20,13,5,73, nan,49,22, 27]
[3, 'Newcastle',38,19,10,9,67, nan,52,28, 24]
[4, 'Newcastle',38,18,11,9,65, nan,54,26, 28]
[2, 'Newcastle',38,24,11,3,83, nan,50,13, 37]
[3, 'Newcastle',38,19,12,7,69, nan,48,23, 25]
[3, 'Newcastle',38,24,12,2,84, nan,55,15, 40]
[3, 'Newcastle',38,20,8,10,68, nan,53,26, 27]
[1, 'Newcastle',38,25,12,1,87, nan,59,15, 44]
[3, 'Newcastle',38,21,11,6,74, nan,49,21, 28]
[3, 'Newcastle',38,24,11,3,83, nan,52,14, 38]
[3, 'Newcastle',38,21,11,6,74, nan,52,20, 32]
[4, 'Newcastle',38,19,14,5,71, nan,54,21, 33]
[3, 'Newcastle',38,20,10,8,70, nan,50,22, 28]
[3, 'Newcastle',38,22,11,5,77, nan,58,21, 37]
[5, 'Newcastle',38,19,12,7,69, nan,54,26, 28]
[3, 'Newcastle',38,21,13,4,76, nan,56,20, 36]
[4, 'Newcastle',38,18,10,10,64, nan,50,29, 21]
[3, 'Newcastle',38,21,12,5,75, nan,54,24, 30]
[2, 'Newcastle',38,23,14,1,83, nan,54,12, 42]
[4, 'Newcastle',38,19,10,9,67, nan,51,27, 24]
[3, 'Newcastle',38,23,11,4,80, nan,53,19, 34]
[3, 'Newcastle',38,22,10,6,76, nan,61,24, 37]
[4, 'Newcastle',38,18,15,5,69, nan,51,24, 27]
[3, 'Newcastle',38,23,11,4,80, nan,53,16, 37]
[3, 'Newcastle',38,20,15,3,75, nan,54,23, 31]
[3, 'Newcastle',38,21,9,8,72, nan,49,24, 25]
[3, 'Newcastle',38,20,10,8,70, nan,51,23, 28]
[2, 'Newcastle',38,23,10,5,79, nan,54,19, 35]
[3, 'Newcastle',38,21,11,6,74, nan,53,20, 33]
[3, 'Newcastle',38,25,11,2,86, nan,55,14, 41]
[3, 'Newcastle',38,19,14,5,71, nan,55,24, 31]
[4, 'Newcastle',38,20,11,7,71, nan,55,23, 32]
[2, 'Newcastle',38,22,12,4,78, nan,52,18, 34]
[3, 'Newcastle',38,20,13,5,73, nan,52,21, 31]
[3, 'Newcastle',38,23,13,2,82, nan,56,17, 39]
[3, 'Newcastle',38,25,10,3,85, nan,56,15, 41]
[5, 'Newcastle',38,18,15,5,69, nan,52,22, 30]
[3, 'Newcastle',38,19,12,7,69, nan,52,26, 26]
[3, 'Newcastle',38,19,12,7,69, nan,56,23, 33]
[3, 'Newcastle',38,24,10,4,82, nan,53,16, 37]
[5, 'Newcastle',38,19,13,6,70, nan,51,23, 28]
[3, 'Newcastle',38,20,10,8,70, nan,51,22, 29]
[4, 'Newcastle',38,20,12,6,72, nan,56,21, 35]
[3, 'Newcastle',38,21,12,5,75, nan,57,21, 36]
[4, 'Newcastle',38,19,16,3,73, nan,53,22, 31]
[3, 'Newcastle',38,20,11,7,71, nan,54,23, 31]
[3, 'Newcastle',38,23,9,6,78, nan,49,16, 33]
[3, 'Newcastle',38,20,14,4,74, nan,51,19, 32]
[1, 'Newcastle',38,23,12,3,81, nan,54,14, 40]
[6, 'Newcastle',38,18,11,9,65, nan,51,28, 23]
[3, 'Newcastle',38,21,11,6,74, nan,51,22, 29]
[4, 'Newcastle',38,19,11,8,68, nan,52,24, 28]
[4, 'Newcastle',38,20,8,10,68, nan,57,27, 30]
[3, 'Newcastle',38,22,11,5,77, nan,51,17, 34]
[3, 'Newcastle',38,18,13,7,67, nan,56,27, 29]
[2, 'Newcastle',38,22,11,5,77, nan,52,18, 34]
[3, 'Newcastle',38,26,10,2,88, nan,54,14, 40]
[3, 'Newcastle',38,21,13,4,76, nan,53,18, 35]
[3, 'Newcastle',38,22,8,8,74, nan,55,22, 33]
[3, 'Newcastle',38,23,8,7,77, nan,55,22, 33]
[3, 'Newcastle',38,20,13,5,73, nan,54,21, 33]
[3, 'Newcastle',38,22,11,5,77, nan,59,19, 40]
[3, 'Newcastle',38,22,9,7,75, nan,54,20, 34]
[3, 'Newcastle',38,21,13,4,76, nan,52,19, 33]
[3, 'Newcastle',38,23,11,4,80, nan,54,18, 36]
[5, 'Newcastle',38,21,9,8,72, nan,51,22, 29]
[5, 'Newcastle',38,18,11,9,65, nan,48,28, 20]
[4, 'Newcastle',38,21,9,8,72, nan,52,24, 28]
[3, 'Newcastle',38,21,14,3,77, nan,56,20, 36]
[3, 'Newcastle',38,21,11,6,74, nan,51,21, 30]
[2, 'Newcastle',38,23,9,6,78, nan,60,20, 40]
[3, 'Newcastle',38,19,11,8,68, nan,51,27, 24]
[3, 'Newcastle',38,19,14,5,71, nan,56,24, 32]
[1, 'Newcastle',38,28,8,2,92, nan,56,12, 44]
[2, 'Newcastle',38,23,12,3,81, nan,56,18, 38]
[3, 'Newcastle',38,22,12,4,78, nan,52,17, 35]
[5, 'Newcastle',38,18,13,7,67, nan,49,22, 27]
[2, 'Newcastle',38,23,12,3,81, nan,54,16, 38]
[1, 'Newcastle',38,26,10,2,88, nan,59,15, 44]
[2, 'Newcastle',38,23,10,5,79, nan,54,19, 35]
[3, 'Newcastle',38,23,10,5,79, nan,61,21, 40]
[4, 'Newcastle',38,19,15,4,72, nan,51,21, 30]
[4, 'Newcastle',38,19,10,9,67, nan,52,27, 25]
[2, 'Newcastle',38,22,13,3,79, nan,57,19, 38]
[3, 'Newcastle',38,21,12,5,75, nan,53,20, 33]
[3, 'Newcastle',38,22,11,5,77, nan,54,18, 36]
[3, 'Newcastle',38,21,12,5,75, nan,51,16, 35]
[3, 'Newcastle',38,21,11,6,74, nan,50,20, 30]
[3, 'Newcastle',38,20,10,8,70, nan,50,23, 27]
[2, 'Newcastle',38,25,11,2,86, nan,58,13, 45]
[2, 'Newcastle',38,25,11,2,86, nan,55,13, 42]
[3, 'Newcastle',38,25,11,2,86, nan,57,15, 42]
[3, 'Newcastle',38,24,10,4,82, nan,49,15, 34]
[3, 'Newcastle',38,21,13,4,76, nan,54,19, 35]
[2, 'Newcastle',38,25,11,2,86, nan,56,14, 42]
[3, 'Newcastle',38,24,10,4,82, nan,59,18, 41]
[3, 'Newcastle',38,22,13,3,79, nan,54,18, 36]
[3, 'Newcastle',38,22,10,6,76, nan,54,21, 33]
[3, 'Newcastle',38,21,11,6,74, nan,50,22, 28]
[3, 'Newcastle',38,19,9,10,66, nan,53,26, 27]
[3, 'Newcastle',38,18,14,6,68, nan,55,24, 31]
[3, 'Newcastle',38,22,13,3,79, nan,53,17, 36]
[3, 'Newcastle',38,21,12,5,75, nan,50,17, 33]
[4, 'Newcastle',38,17,12,9,63, nan,49,24, 25]
[3, 'Newcastle',38,23,12,3,81, nan,59,19, 40]
[3, 'Newcastle',38,19,13,6,70, nan,50,21, 29]
[3, 'Newcastle',38,21,12,5,75, nan,50,18, 32]
[3, 'Newcastle',38,23,12,3,81, nan,51,17, 34]
[3, 'Newcastle',38,22,13,3,79, nan,53,16, 37]
[4, 'Newcastle',38,21,12,5,75, nan,50,18, 32]
[3, 'Newcastle',38,22,12,4,78, nan,49,17, 32]
[3, 'Newcastle',38,21,10,7,73, nan,55,21, 34]
[3, 'Newcastle',38,19,13,6,70, nan,58,25, 33]
[4, 'Newcastle',38,19,12,7,69, nan,54,23, 31]
[2, 'Newcastle',38,22,11,5,77, nan,55,20, 35]
[3, 'Newcastle',38,23,11,4,80, nan,55,18, 37]
[3, 'Newcastle',38,21,12,5,75, nan,56,21, 35]
[2, 'Newcastle',38,22,11,5,77, nan,51,19, 32]
[4, 'Newcastle',38,19,14,5,71, nan,53,22, 31]
[1, 'Newcastle',38,25,10,3,85, nan,57,15, 42]
[3, 'Newcastle',38,20,9,9,69, nan,49,22, 27]
[3, 'Newcastle',38,23,10,5,79, nan,58,19, 39]
[3, 'Newcastle',38,19,14,5,71, nan,58,23, 35]
[3, 'Newcastle',38,19,14,5,71, nan,54,20, 34]
[3, 'Newcastle',38,22,12,4,78, nan,51,17, 34]
[3, 'Newcastle',38,23,8,7,77, nan,56,21, 35]
[3, 'Newcastle',38,21,11,6,74, nan,52,21, 31]
[3, 'Newcastle',38,21,11,6,74, nan,55,22, 33]
[5, 'Newcastle',38,20,10,8,70, nan,54,26, 28]
[3, 'Newcastle',38,22,13,3,79, nan,52,17, 35]
[2, 'Newcastle',38,25,8,5,83, nan,54,17, 37]
[3, 'Newcastle',38,25,10,3,85, nan,58,18, 40]
[4, 'Newcastle',38,20,9,9,69, nan,56,27, 29]
[3, 'Newcastle',38,22,10,6,76, nan,56,18, 38]
[4, 'Newcastle',38,22,8,8,74, nan,47,20, 27]
[5, 'Newcastle',38,17,11,10,62, nan,49,30, 19]
[3, 'Newcastle',38,24,11,3,83, nan,55,15, 40]
[3, 'Newcastle',38,22,8,8,74, nan,52,20, 32]
[3, 'Newcastle',38,19,15,4,72, nan,51,20, 31]
[3, 'Newcastle',38,22,12,4,78, nan,51,16, 35]
[3, 'Newcastle',38,20,13,5,73, nan,56,22, 34]
[3, 'Newcastle',38,23,11,4,80, nan,51,17, 34]
[3, 'Newcastle',38,22,13,3,79, nan,52,16, 36]
[3, 'Newcastle',38,19,13,6,70, nan,49,22, 27]
[3, 'Newcastle',38,19,13,6,70, nan,54,24, 30]
[3, 'Newcastle',38,22,12,4,78, nan,53,18, 35]
[4, 'Newcastle',38,18,14,6,68, nan,53,25, 28]
[4, 'Newcastle',38,21,11,6,74, nan,51,20, 31]
[4, 'Newcastle',38,21,9,8,72, nan,51,22, 29]
[3, 'Newcastle',38,20,15,3,75, nan,56,20, 36]
[3, 'Newcastle',38,19,12,7,69, nan,55,25, 30]
[4, 'Newcastle',38,19,12,7,69, nan,53,23, 30]
[2, 'Newcastle',38,22,13,3,79, nan,53,17, 36]
[2, 'Newcastle',38,25,12,1,87, nan,54,11, 43]
[3, 'Newcastle',38,21,10,7,73, nan,55,25, 30]
[3, 'Newcastle',38,24,13,1,85, nan,57,17, 40]
[3, 'Newcastle',38,19,11,8,68, nan,58,29, 29]
[3, 'Newcastle',38,22,12,4,78, nan,53,18, 35]
[3, 'Newcastle',38,22,11,5,77, nan,53,19, 34]
[3, 'Newcastle',38,20,13,5,73, nan,50,18, 32]
[3, 'Newcastle',38,20,11,7,71, nan,54,22, 32]
[3, 'Newcastle',38,23,11,4,80, nan,54,19, 35]
[3, 'Newcastle',38,22,13,3,79, nan,55,15, 40]
[3, 'Newcastle',38,21,15,2,78, nan,52,16, 36]
[5, 'Newcastle',38,20,9,9,69, nan,51,21, 30]
[3, 'Newcastle',38,22,14,2,80, nan,51,15, 36]
[3, 'Newcastle',38,19,15,4,72, nan,59,22, 37]
[3, 'Newcastle',38,19,10,9,67, nan,48,25, 23]
[3, 'Newcastle',38,21,11,6,74, nan,54,23, 31]
[2, 'Newcastle',38,22,12,4,78, nan,52,17, 35]
[3, 'Newcastle',38,20,11,7,71, nan,49,21, 28]
[5, 'Newcastle',38,18,11,9,65, nan,50,25, 25]
[3, 'Newcastle',38,19,11,8,68, nan,54,23, 31]
[3, 'Newcastle',38,21,11,6,74, nan,55,18, 37]
[4, 'Newcastle',38,18,13,7,67, nan,54,28, 26]
[3, 'Newcastle',38,20,12,6,72, nan,51,22, 29]
[5, 'Newcastle',38,19,12,7,69, nan,52,24, 28]
[4, 'Newcastle',38,18,12,8,66, nan,52,23, 29]
[5, 'Newcastle',38,20,12,6,72, nan,51,23, 28]
[2, 'Newcastle',38,23,14,1,83, nan,56,15, 41]
[6, 'Newcastle',38,18,12,8,66, nan,50,24, 26]
[4, 'Newcastle',38,19,13,6,70, nan,50,21, 29]
[3, 'Newcastle',38,22,11,5,77, nan,56,20, 36]
[4, 'Newcastle',38,19,11,8,68, nan,48,22, 26]
[3, 'Newcastle',38,22,12,4,78, nan,53,16, 37]
[3, 'Newcastle',38,23,11,4,80, nan,51,16, 35]
[3, 'Newcastle',38,21,12,5,75, nan,52,18, 34]
[3, 'Newcastle',38,22,15,1,81, nan,52,15, 37]
[3, 'Newcastle',38,21,12,5,75, nan,51,21, 30]
[3, 'Newcastle',38,22,8,8,74, nan,50,24, 26]
[3, 'Newcastle',38,24,11,3,83, nan,59,20, 39]
[5, 'Newcastle',38,18,11,9,65, nan,50,26, 24]
[3, 'Newcastle',38,25,11,2,86, nan,54,15, 39]
[3, 'Newcastle',38,20,11,7,71, nan,51,23, 28]
[3, 'Newcastle',38,21,13,4,76, nan,54,21, 33]
[3, 'Newcastle',38,19,10,9,67, nan,55,29, 26]
[1, 'Newcastle',38,27,10,1,91, nan,55,11, 44]
[3, 'Newcastle',38,20,11,7,71, nan,53,26, 27]
[3, 'Newcastle',38,24,11,3,83, nan,54,18, 36]
[3, 'Newcastle',38,19,13,6,70, nan,56,25, 31]
